"ANKRD35,5.793859134,"
"PIAS3,6.969421348,"
"RNF115,8.226208388,"
"PDZK1,4.496786577,"
"GPR89A,6.475129489,"
"FAM108A1,9.495660848,"
"NBPF11,11.92312264,"
"PDIA3P,9.021469624,"
"CHD1L,6.589188747,"
"BCL9,7.663298725,"
"GJA8,5.343510483,"
"GPR89B,7.458150043,"
"PDE4DIP,8.661669705,"
"VOPP1,8.913676154,"
"C1orf152,11.04630943,"
"NBPF15,10.445605,"
"PPIAL4A,10.54576937,"
"FLJ37786,7.216026276,"
"DRD5,6.979015544,"
"LOC645166,9.603767473,"
"FCGR1A,7.976415453,"
"HIST2H4A,6.549079859,"
"HIST2H2AA3,9.031228224,"
"HIST2H3A,8.810198611,"
"HIST2H2AC,8.591055241,"
"BOLA1,7.158361529,"
"VPS45,9.044361524,"
"PLEKHO1,7.952199685,"
"CA14,5.077737792,"
"C1orf54,6.60996,"
"C1orf51,5.743409934,"
"MRPS21,9.97582732,"
"PRPF3,7.871601,"
"RPRD2,9.017652766,"
"TARS2,7.166821721,"
"ECM1,8.96866608,"
"ADAMTSL4,8.003181967,"
"SETDB1,7.998175706,"
"ANXA9,6.703444893,"
"PRUNE,7.093205567,"
"BNIPL,5.535608809,"
"C1orf56,7.79565542,"
"MLLT11,7.016446482,"
"GABPB2,7.689698455,"
"TNFAIP8L2,7.240710575,"
"SCNM1,8.931575152,"
"PIP5K1A,8.439184505,"
"PSMD4,7.033594505,"
"ZNF687,7.400540577,"
"PSMB4,9.342360249,"
"CGN,6.118917628,"
"TUFT1,7.185759991,"
"SNX27,8.147624631,"
"C1orf230,5.321838924,"
"OAZ3,5.577673828,"
"LCE5A,6.380375183,"
"CRCT1,5.074190415,"
"LCE3C,6.107709191,"
"LCE3B,8.226155347,"
"C1orf46,5.05949322,"
"LCE2D,6.523359023,"
"LCE2C,6.680484956,"
"LCE2B,6.362398998,"
"LCE2A,7.522544242,"
"LCE4A,6.16705212,"
"C1orf68,6.996676565,"
"KPRP,5.576570543,"
"LCE1F,7.607874623,"
"LCE1E,7.253061511,"
"LCE1D,8.73341172,"
"LCE1B,4.990400875,"
"LCE1A,7.949430827,"
"SMCP,5.024441268,"
"IVL,5.571119523,"
"SPRR4,6.972792012,"
"SPRR1A,6.917497907,"
"SPRR3,5.205726664,"
"SPRR1B,5.649664856,"
"LELP1,6.719521123,"
"LOR,5.768705708,"
"S100A9,7.95815315,"
"S100A7A,4.921129082,"
"S100A1,7.357666664,"
"C1orf77,8.009765039,"
"SNAPIN,8.478024112,"
"NPR1,8.680438004,"
"INTS3,9.478545814,"
"SLC27A3,7.643972251,"
"CREB3L4,6.702844173,"
"UBAP2L,10.05428504,"
"HAX1,7.824808013,"
"AQP10,5.759014149,"
"ATP8B2,7.979884175,"
"IL6R,8.030988606,"
"TDRD10,6.750300126,"
"CHRNB2,7.421140452,"
"CKS1B,9.614691866,"
"FLAD1,7.560250889,"
"LENEP,6.293536374,"
"ZBTB7B,7.644357984,"
"DCST1,6.281566745,"
"ADAM15,8.477410308,"
"EFNA4,7.370023092,"
"EFNA3,6.009780474,"
"EFNA1,7.556690175,"
"RAG1AP1,8.833573241,"
"TRIM46,6.908735177,"
"MTX1,8.179977798,"
"HCN3,7.21718918,"
"FDPS,7.305634027,"
"RUSC1,7.554919739,"
"POU5F1P4,6.858507146,"
"MSTO1,8.036036807,"
"DAP3,7.228212905,"
"MSTO2P,8.208719614,"
"SYT11,7.001490238,"
"RXFP4,6.080125629,"
"ROBLD3,7.441734195,"
"RAB25,5.478045956,"
"LMNA,9.239664652,"
"SEMA4A,6.614970462,"
"SLC25A44,7.561950221,"
"PMF1,8.520763087,"
"BGLAP,7.755066463,"
"TMEM79,6.65123381,"
"C1orf182,4.362658708,"
"RHBG,6.227915223,"
"TTC24,7.093875742,"
"APOA1BP,8.957666206,"
"GPATCH4,6.114477934,"
"HAPLN2,6.821800317,"
"BCAN,6.604440461,"
"C1orf66,7.564989482,"
"PRCC,8.377499214,"
"NTRK1,6.882346417,"
"PEAR1,8.173381953,"
"C1orf92,6.333252334,"
"KIRREL,8.762415259,"
"CD1D,7.230349242,"
"CD1A,4.996796802,"
"CD1C,5.78036491,"
"CD1E,6.517777644,"
"OR10K1,5.265461617,"
"OR10R2,3.758054874,"
"OR10R3P,3.696201193,"
"OR10Z1,4.616384137,"
"OR6K6,5.102827038,"
"MNDA,6.853097626,"
"PYHIN1,6.975244355,"
"IFI16,10.02465918,"
"CADM3,6.960280721,"
"DARC,8.318343349,"
"FCER1A,6.074814136,"
"OR10J1,5.078531444,"
"APCS,4.681521167,"
"DUSP23,8.806971669,"
"FCRL6,6.747818937,"
"SLAMF8,7.224175711,"
"KCNJ9,6.75189841,"
"ATP1A2,8.005061391,"
"ATP1A4,5.352059875,"
"CASQ1,5.87613701,"
"PEA15,10.43584784,"
"SUMO1P3,4.323035634,"
"NCSTN,9.147078077,"
"NHLH1,5.994530318,"
"VANGL2,6.617542086,"
"SLAMF7,7.18632029,"
"LY9,6.485065146,"
"KLHDC9,5.66132917,"
"NIT1,7.850088556,"
